too long...

root@comp3134-Winter2023:~# 20:29:02.771708 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 610192:610348, ack 325, win 570, length 156
20:29:02.860103 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 777528:777684, ack 397, win 570, length 156
20:29:02.860164 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 777684:777840, ack 397, win 570, length 156
20:29:02.860229 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 777840:777996, ack 397, win 570, length 156
20:29:02.860274 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 777996:778152, ack 397, win 570, length 156
20:29:02.860318 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 778152:778308, ack 397, win 570, length 156
20:29:02.860362 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 778308:778464, ack 397, win 570, length 156
20:29:02.860404 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 778464:778620, ack 397, win 570, length 156
20:29:02.860446 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 778620:778776, ack 397, win 570, length 156
20:29:02.860557 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 778776:778932, ack 397, win 570, length 156
20:29:02.860612 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 778932:779088, ack 397, win 570, length 156
20:29:02.860656 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 779088:779244, ack 397, win 570, length 156
20:29:02.860702 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 779244:779400, ack 397, win 570, length 156
20:29:02.860745 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 779400:779556, ack 397, win 570, length 156
20:29:02.860786 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 779556:779712, ack 397, win 570, length 156
20:29:02.860828 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 779712:779868, ack 397, win 570, length 156
20:29:02.860870 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 779868:780024, ack 397, win 570, length 156
20:29:02.861005 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 780024:780180, ack 397, win 570, length 156
20:29:02.861060 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 780180:780336, ack 397, win 570, length 156
20:29:02.861104 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 780336:780492, ack 397, win 570, length 156
20:29:02.861149 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 780492:780648, ack 397, win 570, length 156
20:29:02.861193 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 780648:780804, ack 397, win 570, length 156
20:29:02.861282 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 780804:780960, ack 397, win 570, length 156
20:29:02.861328 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 780960:781116, ack 397, win 570, length 156
20:29:02.861370 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 781116:781272, ack 397, win 570, length 156
20:29:02.861413 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 781272:781428, ack 397, win 570, length 156
20:29:02.861454 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 781428:781584, ack 397, win 570, length 156
20:29:02.861497 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 781584:781740, ack 397, win 570, length 156
20:29:02.861542 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 781740:781896, ack 397, win 570, length 156
20:29:02.861584 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 781896:782052, ack 397, win 570, length 156
20:29:02.861627 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 782052:782208, ack 397, win 570, length 156
20:29:02.861669 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 782208:782364, ack 397, win 570, length 156
20:29:02.861711 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 782364:782520, ack 397, win 570, length 156
20:29:02.861855 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 782520:782676, ack 397, win 570, length 156
20:29:02.861923 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 782676:782832, ack 397, win 570, length 156
20:29:02.861995 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 782832:782988, ack 397, win 570, length 156
20:29:02.862047 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 782988:783144, ack 397, win 570, length 156
20:29:02.862083 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 783144:783300, ack 397, win 570, length 156
20:29:02.862117 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 783300:783456, ack 397, win 570, length 156
20:29:02.862154 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 783456:783612, ack 397, win 570, length 156
20:29:02.862407 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 783612:783768, ack 397, win 570, length 156
20:29:02.862556 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 783768:783924, ack 397, win 570, length 156
20:29:02.862677 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 783924:784080, ack 397, win 570, length 156
20:29:02.862752 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 784080:784236, ack 397, win 570, length 156
20:29:02.862808 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 784236:784392, ack 397, win 570, length 156
20:29:02.862855 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 784392:784548, ack 397, win 570, length 156
20:29:02.862965 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 784548:784704, ack 397, win 570, length 156
20:29:02.863025 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 784704:784860, ack 397, win 570, length 156
20:29:02.863224 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 784860:785016, ack 397, win 570, length 156
20:29:02.863303 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 785016:785172, ack 397, win 570, length 156
20:29:02.863351 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 785172:785328, ack 397, win 570, length 156
20:29:02.863386 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 785328:785484, ack 397, win 570, length 156
20:29:02.866745 IP 99.230.69.122.59547 > 159.203.27.150.22: Flags [.], ack 744248, win 17976, length 0
20:29:02.866745 IP 99.230.69.122.59547 > 159.203.27.150.22: Flags [.], ack 748616, win 17971, length 0
20:29:02.866745 IP 99.230.69.122.59547 > 159.203.27.150.22: Flags [.], ack 751008, win 17976, length 0
20:29:02.866745 IP 99.230.69.122.59547 > 159.203.27.150.22: Flags [.], ack 751476, win 17974, length 0
20:29:02.866745 IP 99.230.69.122.59547 > 159.203.27.150.22: Flags [.], ack 752100, win 17971, length 0
20:29:02.866822 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 785484:785640, ack 397, win 570, length 156
20:29:02.867063 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 785640:786316, ack 397, win 570, length 676
20:29:02.867147 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 786316:786472, ack 397, win 570, length 156
20:29:02.867273 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 786472:786628, ack 397, win 570, length 156
20:29:02.867407 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 786628:786784, ack 397, win 570, length 156
20:29:02.867461 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 786784:786940, ack 397, win 570, length 156
20:29:02.867500 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 786940:787096, ack 397, win 570, length 156
20:29:02.867536 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 787096:787252, ack 397, win 570, length 156
20:29:02.867572 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 787252:787408, ack 397, win 570, length 156
20:29:02.867609 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 787408:787564, ack 397, win 570, length 156
20:29:02.867646 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 787564:787720, ack 397, win 570, length 156
20:29:02.867683 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 787720:787876, ack 397, win 570, length 156
20:29:02.867721 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 787876:788032, ack 397, win 570, length 156
20:29:02.867759 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 788032:788188, ack 397, win 570, length 156
20:29:02.867804 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 788188:788344, ack 397, win 570, length 156
20:29:02.867860 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 788344:788500, ack 397, win 570, length 156
20:29:02.867901 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 788500:788656, ack 397, win 570, length 156
20:29:02.867939 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 788656:788812, ack 397, win 570, length 156
20:29:02.867978 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 788812:788968, ack 397, win 570, length 156
20:29:02.868015 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 788968:789124, ack 397, win 570, length 156
20:29:02.868052 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 789124:789280, ack 397, win 570, length 156
20:29:02.868330 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 789280:789436, ack 397, win 570, length 156
20:29:02.868595 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 789436:789592, ack 397, win 570, length 156
20:29:02.868665 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 789592:789748, ack 397, win 570, length 156
20:29:02.868716 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 789748:789904, ack 397, win 570, length 156
20:29:02.868767 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 789904:790060, ack 397, win 570, length 156
20:29:02.868838 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 790060:790216, ack 397, win 570, length 156
20:29:02.868891 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 790216:790372, ack 397, win 570, length 156
20:29:02.868929 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 790372:790528, ack 397, win 570, length 156
20:29:02.868967 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 790528:790684, ack 397, win 570, length 156
20:29:02.869002 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 790684:790840, ack 397, win 570, length 156
20:29:02.869038 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 790840:790996, ack 397, win 570, length 156
20:29:02.869074 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 790996:791152, ack 397, win 570, length 156
20:29:02.869123 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 791152:791308, ack 397, win 570, length 156
20:29:02.869176 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 791308:791464, ack 397, win 570, length 156
20:29:02.869243 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 791464:791620, ack 397, win 570, length 156
20:29:02.869304 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 791620:791776, ack 397, win 570, length 156
20:29:02.869354 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 791776:791932, ack 397, win 570, length 156
20:29:02.869399 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 791932:792088, ack 397, win 570, length 156
20:29:02.869434 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 792088:792244, ack 397, win 570, length 156
20:29:02.869468 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 792244:792400, ack 397, win 570, length 156
20:29:02.869502 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 792400:792556, ack 397, win 570, length 156
20:29:02.869538 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 792556:792712, ack 397, win 570, length 156
20:29:02.869577 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 792712:792868, ack 397, win 570, length 156
20:29:02.869614 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 792868:793024, ack 397, win 570, length 156
20:29:02.869650 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 793024:793180, ack 397, win 570, length 156
20:29:02.869686 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 793180:793336, ack 397, win 570, length 156
20:29:02.869719 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 793336:793492, ack 397, win 570, length 156
20:29:02.869752 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 793492:793648, ack 397, win 570, length 156
20:29:02.869797 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 793648:793804, ack 397, win 570, length 156
20:29:02.869845 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 793804:793960, ack 397, win 570, length 156
20:29:02.869900 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 793960:794116, ack 397, win 570, length 156
20:29:02.869941 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 794116:794272, ack 397, win 570, length 156
20:29:02.869976 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 794272:794428, ack 397, win 570, length 156
20:29:02.870010 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 794428:794584, ack 397, win 570, length 156
20:29:02.870047 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 794584:794740, ack 397, win 570, length 156
20:29:02.870082 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 794740:794896, ack 397, win 570, length 156
20:29:02.870266 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 794896:795052, ack 397, win 570, length 156
20:29:02.870373 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 795052:795208, ack 397, win 570, length 156
20:29:02.870420 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 795208:795364, ack 397, win 570, length 156
20:29:02.870456 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 795364:795520, ack 397, win 570, length 156
20:29:02.870491 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 795520:795676, ack 397, win 570, length 156
20:29:02.870525 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 795676:795832, ack 397, win 570, length 156
20:29:02.870560 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 795832:795988, ack 397, win 570, length 156
20:29:02.870595 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 795988:796144, ack 397, win 570, length 156
20:29:02.870632 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 796144:796300, ack 397, win 570, length 156
20:29:02.871032 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 796300:796456, ack 397, win 570, length 156
20:29:02.871140 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 796456:796612, ack 397, win 570, length 156
20:29:02.871191 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 796612:796768, ack 397, win 570, length 156
20:29:02.871236 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 796768:796924, ack 397, win 570, length 156
20:29:02.871280 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 796924:797080, ack 397, win 570, length 156
20:29:02.871372 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 797080:797236, ack 397, win 570, length 156
20:29:02.871419 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 797236:797392, ack 397, win 570, length 156
20:29:02.871464 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 797392:797548, ack 397, win 570, length 156
20:29:02.871507 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 797548:797704, ack 397, win 570, length 156
20:29:02.871552 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 797704:797860, ack 397, win 570, length 156
20:29:02.871609 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 797860:798016, ack 397, win 570, length 156
20:29:02.871655 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 798016:798172, ack 397, win 570, length 156
20:29:02.874250 IP 99.230.69.122.59547 > 159.203.27.150.22: Flags [.], ack 752724, win 17976, length 0
20:29:02.874250 IP 99.230.69.122.59547 > 159.203.27.150.22: Flags [.], ack 753348, win 17973, length 0
20:29:02.874250 IP 99.230.69.122.59547 > 159.203.27.150.22: Flags [.], ack 753972, win 17971, length 0
20:29:02.874250 IP 99.230.69.122.59547 > 159.203.27.150.22: Flags [.], ack 754596, win 17975, length 0
20:29:02.874250 IP 99.230.69.122.59547 > 159.203.27.150.22: Flags [.], ack 755220, win 17972, length 0
20:29:02.874319 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 798172:798328, ack 397, win 570, length 156
20:29:02.874457 IP 99.230.69.122.59547 > 159.203.27.150.22: Flags [.], ack 755844, win 17976, length 0
20:29:02.874457 IP 99.230.69.122.59547 > 159.203.27.150.22: Flags [.], ack 756468, win 17973, length 0
20:29:02.874457 IP 99.230.69.122.59547 > 159.203.27.150.22: Flags [.], ack 757092, win 17971, length 0
20:29:02.874457 IP 99.230.69.122.59547 > 159.203.27.150.22: Flags [.], ack 757716, win 17975, length 0
20:29:02.874457 IP 99.230.69.122.59547 > 159.203.27.150.22: Flags [.], ack 758340, win 17972, length 0
20:29:02.874544 IP 99.230.69.122.59547 > 159.203.27.150.22: Flags [.], ack 758964, win 17976, length 0
20:29:02.874544 IP 99.230.69.122.59547 > 159.203.27.150.22: Flags [.], ack 759588, win 17973, length 0
20:29:02.874544 IP 99.230.69.122.59547 > 159.203.27.150.22: Flags [.], ack 760212, win 17971, length 0
20:29:02.874624 IP 99.230.69.122.59547 > 159.203.27.150.22: Flags [.], ack 760836, win 17975, length 0
20:29:02.874625 IP 99.230.69.122.59547 > 159.203.27.150.22: Flags [.], ack 764112, win 17976, length 0
20:29:02.874625 IP 99.230.69.122.59547 > 159.203.27.150.22: Flags [P.], seq 397:433, ack 764112, win 17976, length 36
20:29:02.874625 IP 99.230.69.122.59547 > 159.203.27.150.22: Flags [.], ack 764736, win 17973, length 0
20:29:02.874625 IP 99.230.69.122.59547 > 159.203.27.150.22: Flags [.], ack 765048, win 17972, length 0
20:29:02.874625 IP 99.230.69.122.59547 > 159.203.27.150.22: Flags [P.], seq 433:469, ack 765048, win 17972, length 36
20:29:02.874625 IP 99.230.69.122.59547 > 159.203.27.150.22: Flags [.], ack 767752, win 17973, length 0
20:29:02.874625 IP 99.230.69.122.59547 > 159.203.27.150.22: Flags [.], ack 769780, win 17975, length 0
20:29:02.874702 IP 99.230.69.122.59547 > 159.203.27.150.22: Flags [.], ack 773784, win 17976, length 0
20:29:02.874702 IP 99.230.69.122.59547 > 159.203.27.150.22: Flags [.], ack 775656, win 17976, length 0
20:29:02.874902 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [.], ack 469, win 570, length 0
20:29:02.874947 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 798328:800908, ack 469, win 570, length 2580
^C
root@comp3134-Winter2023:~#
